work_id,title,old_url,new_url,slug
CANIZARES_AbogarPorSuOfensor(Transk-IMPR),Abogar por su ofensor y barón del Pinel,https://etso.es/informes/analisis-estilometrico-abogar-por-su-ofensor-y-baron-del-pinel,https://etso.es/informes/analisis-estilometrico-abogar-por-su-ofensor-y-baron-del-pinel,analisis-estilometrico-abogar-por-su-ofensor-y-baron-del-pinel
MONTALBAN_AborrecerLoqueQuiere(Transk-IMPR),Aborrecer lo que quiere,https://etso.es/informes/analisis-estilometrico-aborrecer-lo-que-quiere,https://etso.es/informes/analisis-estilometrico-aborrecer-lo-que-quiere,analisis-estilometrico-aborrecer-lo-que-quiere
HOZ_AbrahamCastellano(Transk-IMPR),Abraham castellano y blasón de los Guzmanes,https://etso.es/informes/analisis-estilometrico-abraham-castellano-y-blason-de-los-guzmanes,https://etso.es/informes/analisis-estilometrico-abraham-castellano-y-blason-de-los-guzmanes,analisis-estilometrico-abraham-castellano-y-blason-de-los-guzmanes
DESCONOCIDO_AbrahamDelYermo(Transk-MSS),Abraham del yermo,https://etso.es/informes/analisis-estilometrico-abraham-del-yermo,https://etso.es/informes/analisis-estilometrico-abraham-del-yermo,analisis-estilometrico-abraham-del-yermo
ROJAS_AbrirElOjo,Abrir el ojo,https://etso.es/informes/analisis-estilometrico-abrir-el-ojo,https://etso.es/informes/analisis-estilometrico-abrir-el-ojo,analisis-estilometrico-abrir-el-ojo
MORALES_AcademiasDeAmor,"Academias de amor, Las",https://etso.es/informes/analisis-estilometrico-las-academias-de-amor,https://etso.es/informes/analisis-estilometrico-las-academias-de-amor,analisis-estilometrico-las-academias-de-amor
LOPE_AceroDeMadrid,"Acero de Madrid, El",https://etso.es/informes/analisis-estilometrico-el-acero-de-madrid,https://etso.es/informes/analisis-estilometrico-el-acero-de-madrid,analisis-estilometrico-el-acero-de-madrid
GODINEZ_AcertarDeTresLaUna(Transk-IMPR),Acertar de tres la una,https://etso.es/informes/analisis-estilometrico-acertar-de-tres-la-una,https://etso.es/informes/analisis-estilometrico-acertar-de-tres-la-una,analisis-estilometrico-acertar-de-tres-la-una
LOPE_AcertarErrando,Acertar errando,https://etso.es/informes/analisis-estilometrico-acertar-errando,https://etso.es/informes/analisis-estilometrico-acertar-errando,analisis-estilometrico-acertar-errando
LOPEdudosa_AchaquesDeLeonor,"Achaques de Leonor, Los",https://etso.es/informes/analisis-estilometrico-los-achaques-de-leonor,https://etso.es/informes/analisis-estilometrico-los-achaques-de-leonor,analisis-estilometrico-los-achaques-de-leonor
BELMONTE_AciertoEnElEngano,"Acierto en el engaño, El",https://etso.es/informes/analisis-estilometrico-el-acierto-en-el-engano,https://etso.es/informes/analisis-estilometrico-el-acierto-en-el-engano,analisis-estilometrico-el-acierto-en-el-engano
CANIZARES_AcisYGalatea(Zarzuela)(Transk-MSS),Acis y Galatea,https://etso.es/informes/analisis-estilometrico-acis-y-galatea,https://etso.es/informes/analisis-estilometrico-acis-y-galatea,analisis-estilometrico-acis-y-galatea
LOPE_AcreedoresDelHombre(Auto)(Transk-IMPR),"Acreedores del hombre, Los",https://etso.es/informes/analisis-estilometrico-los-acreedores-del-hombre,https://etso.es/informes/analisis-estilometrico-los-acreedores-del-hombre,analisis-estilometrico-los-acreedores-del-hombre
ROJAS_AcreedoresDelHombre(Auto),"Acreedores del hombre, Los",https://etso.es/informes/analisis-estilometrico-los-acreedores-del-hombre-0,https://etso.es/informes/analisis-estilometrico-los-acreedores-del-hombre-0,analisis-estilometrico-los-acreedores-del-hombre-0
MONROY_ActeonYDiana(Transk-IMPR),Acteón y Diana,https://etso.es/informes/analisis-estilometrico-acteon-y-diana,https://etso.es/informes/analisis-estilometrico-acteon-y-diana,analisis-estilometrico-acteon-y-diana
CANIZARES_AdonisyVenus(Transk-MSS),Adonis y Venus,https://etso.es/informes/analisis-estilometrico-adonis-y-venus,https://etso.es/informes/analisis-estilometrico-adonis-y-venus,analisis-estilometrico-adonis-y-venus
LOPE_AdonisYVenus,Adonis y Venus,https://etso.es/informes/analisis-estilometrico-adonis-y-venus-0,https://etso.es/informes/analisis-estilometrico-adonis-y-venus-0,analisis-estilometrico-adonis-y-venus-0
MIRAdudosa_AdversaFortunaDeDonBernardo,"Adversa fortuna de don Bernardo de Cabrera, La",https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-de-don-bernardo-de-cabrera,https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-de-don-bernardo-de-cabrera,analisis-estilometrico-la-adversa-fortuna-de-don-bernardo-de-cabrera
MIRA_AdversaFortunaDeDonAlvaro,"Adversa fortuna de don Álvaro de Luna, La",https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-de-don-alvaro-de-luna,https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-de-don-alvaro-de-luna,analisis-estilometrico-la-adversa-fortuna-de-don-alvaro-de-luna
SALUCIO_AdversaFortuna,"Adversa fortuna del muy noble caballero Ruy López de Ávalos el Bueno, La",https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-del-muy-noble-caballero-ruy-lopez-de-avalos-el,https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-del-muy-noble-caballero-ruy-lopez-de-avalos-el,analisis-estilometrico-la-adversa-fortuna-del-muy-noble-caballero-ruy-lopez-de-avalos-el
GRAJALES_AdversaFortunaDelCaballeroDelEspirituSanto(Transk-IMPR),"Adversa fortuna del Caballero del Espíritu Santo, La",https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-del-caballero-del-espiritu-santo,https://etso.es/informes/analisis-estilometrico-la-adversa-fortuna-del-caballero-del-espiritu-santo,analisis-estilometrico-la-adversa-fortuna-del-caballero-del-espiritu-santo
COELLO_AdulteraCastigada(Transk-IMPR),"Adúltera castigada, La",https://etso.es/informes/analisis-estilometrico-la-adultera-castigada,https://etso.es/informes/analisis-estilometrico-la-adultera-castigada,analisis-estilometrico-la-adultera-castigada
MORETO&CANCER&MATOS_AdulteraPenitente,"Adúltera penitente, Santa Teodora, La",https://etso.es/informes/analisis-estilometrico-la-adultera-penitente-santa-teodora,https://etso.es/informes/analisis-estilometrico-la-adultera-penitente-santa-teodora,analisis-estilometrico-la-adultera-penitente-santa-teodora
LOPE_AdulteraPerdonada(Auto),"Adúltera perdonada, La",https://etso.es/informes/analisis-estilometrico-la-adultera-perdonada,https://etso.es/informes/analisis-estilometrico-la-adultera-perdonada,analisis-estilometrico-la-adultera-perdonada
MIRAdudosa_AdulteraVirtuosa,"Adúltera virtuosa, La",https://etso.es/informes/analisis-estilometrico-la-adultera-virtuosa,https://etso.es/informes/analisis-estilometrico-la-adultera-virtuosa,analisis-estilometrico-la-adultera-virtuosa
BELMONTE_AfanadorDeUtrera,"Afanador de Utrera, El",https://etso.es/informes/analisis-estilometrico-el-afanador-de-utrera,https://etso.es/informes/analisis-estilometrico-el-afanador-de-utrera,analisis-estilometrico-el-afanador-de-utrera
CALDERON_AfectosDeOdioYAmor,Afectos de odio y amor,https://etso.es/informes/analisis-estilometrico-afectos-de-odio-y-amor,https://etso.es/informes/analisis-estilometrico-afectos-de-odio-y-amor,analisis-estilometrico-afectos-de-odio-y-amor
CALDERON_AgradecerYNoAmar,Agradecer y no amar,https://etso.es/informes/analisis-estilometrico-agradecer-y-no-amar,https://etso.es/informes/analisis-estilometrico-agradecer-y-no-amar,analisis-estilometrico-agradecer-y-no-amar
REYES_AgravioAgradecido(Transk-IMPR),"Agravio agradecido, El",https://etso.es/informes/analisis-estilometrico-el-agravio-agradecido,https://etso.es/informes/analisis-estilometrico-el-agravio-agradecido,analisis-estilometrico-el-agravio-agradecido
CASTILLO_AgravioSatisfecho,"Agravio satisfecho, El",https://etso.es/informes/analisis-estilometrico-el-agravio-satisfecho,https://etso.es/informes/analisis-estilometrico-el-agravio-satisfecho,analisis-estilometrico-el-agravio-satisfecho
DESCONOCIDO_AgraviosCastigados(Transk-MSS),"Agravios castigados, Los",https://etso.es/informes/analisis-estilometrico-los-agravios-castigados,https://etso.es/informes/analisis-estilometrico-los-agravios-castigados,analisis-estilometrico-los-agravios-castigados
VELEZ_AgraviosPerdonados,"Agravios perdonados, Los",https://etso.es/informes/analisis-estilometrico-los-agravios-perdonados,https://etso.es/informes/analisis-estilometrico-los-agravios-perdonados,analisis-estilometrico-los-agravios-perdonados
DESCONOCIDO_AgraviosSatisfechosDelDesengano(Transk-IMPR),"Agravios satisfechos del desengaño y la muerte, Los",https://etso.es/informes/analisis-estilometrico-los-agravios-satisfechos-del-desengano-y-la-muerte,https://etso.es/informes/analisis-estilometrico-los-agravios-satisfechos-del-desengano-y-la-muerte,analisis-estilometrico-los-agravios-satisfechos-del-desengano-y-la-muerte
NAJERA_AguaDeMejorVida(Auto)(Transk-MSS),"Agua de mejor vida, El",https://etso.es/informes/analisis-estilometrico-el-agua-de-mejor-vida,https://etso.es/informes/analisis-estilometrico-el-agua-de-mejor-vida,analisis-estilometrico-el-agua-de-mejor-vida
MORETOdudosa_Aguador(Entremes),"Aguador, El",https://etso.es/informes/analisis-estilometrico-el-aguador,https://etso.es/informes/analisis-estilometrico-el-aguador,analisis-estilometrico-el-aguador
ORTI_AireTierraYMarSonFuego,"Aire, tierra y mar son fuego",https://etso.es/informes/analisis-estilometrico-aire-tierra-y-mar-son-fuego,https://etso.es/informes/analisis-estilometrico-aire-tierra-y-mar-son-fuego,analisis-estilometrico-aire-tierra-y-mar-son-fuego
PAZ_AlNobleSuSangreAvisa(Transk-IMPR),Al noble su sangre avisa,https://etso.es/informes/analisis-estilometrico-al-noble-su-sangre-avisa,https://etso.es/informes/analisis-estilometrico-al-noble-su-sangre-avisa,analisis-estilometrico-al-noble-su-sangre-avisa
LOPE_AlPasarDelArroyo,Al pasar del arroyo,https://etso.es/informes/analisis-estilometrico-al-pasar-del-arroyo,https://etso.es/informes/analisis-estilometrico-al-pasar-del-arroyo,analisis-estilometrico-al-pasar-del-arroyo
MONROY_AlamedaDeSevilla(Transk-IMPR),"Alameda de Sevilla y recato en el amor, La",https://etso.es/informes/analisis-estilometrico-la-alameda-de-sevilla-y-recato-en-el-amor,https://etso.es/informes/analisis-estilometrico-la-alameda-de-sevilla-y-recato-en-el-amor,analisis-estilometrico-la-alameda-de-sevilla-y-recato-en-el-amor
CALDERONdudosa_AlbaConSieteSoles(Transk-IMPR),"Alba con siete soles, El",https://etso.es/informes/analisis-estilometrico-el-alba-con-siete-soles,https://etso.es/informes/analisis-estilometrico-el-alba-con-siete-soles,analisis-estilometrico-el-alba-con-siete-soles
VELEZ_AlbaYElSol,"Alba y el sol, El",https://etso.es/informes/analisis-estilometrico-el-alba-y-el-sol,https://etso.es/informes/analisis-estilometrico-el-alba-y-el-sol,analisis-estilometrico-el-alba-y-el-sol
DESCONOCIDO_AlboresDeLaRosa(Transk-IMPR),"Albores de la rosa, Los",https://etso.es/informes/analisis-estilometrico-los-albores-de-la-rosa,https://etso.es/informes/analisis-estilometrico-los-albores-de-la-rosa,analisis-estilometrico-los-albores-de-la-rosa
LOPE_AlbriciasDeNuestraSenora(Auto)(Transk-MSS),"Albricias de Nuestra Señora, Las",https://etso.es/informes/analisis-estilometrico-las-albricias-de-nuestra-senora,https://etso.es/informes/analisis-estilometrico-las-albricias-de-nuestra-senora,analisis-estilometrico-las-albricias-de-nuestra-senora
LOPE_AlcaideDeMadrid,"Alcaide de Madrid, El",https://etso.es/informes/analisis-estilometrico-el-alcaide-de-madrid,https://etso.es/informes/analisis-estilometrico-el-alcaide-de-madrid,analisis-estilometrico-el-alcaide-de-madrid
CALDERON_AlcaldeDeZalamea,"Alcalde de Zalamea, El",https://etso.es/informes/analisis-estilometrico-el-alcalde-de-zalamea,https://etso.es/informes/analisis-estilometrico-el-alcalde-de-zalamea,analisis-estilometrico-el-alcalde-de-zalamea
LOPE_AlcaldeMayor,"Alcalde mayor, El",https://etso.es/informes/analisis-estilometrico-el-alcalde-mayor,https://etso.es/informes/analisis-estilometrico-el-alcalde-mayor,analisis-estilometrico-el-alcalde-mayor
DESCONOCIDO_AlcidesDeLaMancha(Transk-IMPR),"Alcides de la Mancha y famoso don Quijote, El",https://etso.es/informes/analisis-estilometrico-el-alcides-de-la-mancha-y-famoso-don-quijote,https://etso.es/informes/analisis-estilometrico-el-alcides-de-la-mancha-y-famoso-don-quijote,analisis-estilometrico-el-alcides-de-la-mancha-y-famoso-don-quijote
SOLIS_AlcazarDelSecreto,"Alcázar del secreto, El",https://etso.es/informes/analisis-estilometrico-el-alcazar-del-secreto,https://etso.es/informes/analisis-estilometrico-el-alcazar-del-secreto,analisis-estilometrico-el-alcazar-del-secreto
LOPEdudosa_Aldehuela,"Aldehuela, La",https://etso.es/informes/analisis-estilometrico-la-aldehuela,https://etso.es/informes/analisis-estilometrico-la-aldehuela,analisis-estilometrico-la-aldehuela
LOPEdudosa_AlejandroElSegundo,Alejandro el Segundo,https://etso.es/informes/analisis-estilometrico-alejandro-el-segundo,https://etso.es/informes/analisis-estilometrico-alejandro-el-segundo,analisis-estilometrico-alejandro-el-segundo
DIAMANTE_AlfeoYAretusa,Alfeo y Aretusa,https://etso.es/informes/analisis-estilometrico-alfeo-y-aretusa,https://etso.es/informes/analisis-estilometrico-alfeo-y-aretusa,analisis-estilometrico-alfeo-y-aretusa
MIRA&ALII_AlgunasHazanas,"Algunas hazañas de las muchas de don García Hurtado de Mendoza, marqués de Cañete",https://etso.es/informes/analisis-estilometrico-algunas-hazanas-de-las-muchas-de-don-garcia-hurtado-de-mendoza,https://etso.es/informes/analisis-estilometrico-algunas-hazanas-de-las-muchas-de-don-garcia-hurtado-de-mendoza,analisis-estilometrico-algunas-hazanas-de-las-muchas-de-don-garcia-hurtado-de-mendoza
CALDERON_AlimentosDelHombre(Auto),"Alimentos del hombre, Los",https://etso.es/informes/analisis-estilometrico-los-alimentos-del-hombre,https://etso.es/informes/analisis-estilometrico-los-alimentos-del-hombre,analisis-estilometrico-los-alimentos-del-hombre
CASTRO_AllaVanLeyes(Transk-IMPR),"Allá van leyes, donde quieren reyes",https://etso.es/informes/analisis-estilometrico-alla-van-leyes-donde-quieren-reyes,https://etso.es/informes/analisis-estilometrico-alla-van-leyes-donde-quieren-reyes,analisis-estilometrico-alla-van-leyes-donde-quieren-reyes
LOPE_AlmenasDeToro,"Almenas de Toro, Las",https://etso.es/informes/analisis-estilometrico-las-almenas-de-toro,https://etso.es/informes/analisis-estilometrico-las-almenas-de-toro,analisis-estilometrico-las-almenas-de-toro
CALDERON_AmadoYAborrecido,Amado y aborrecido,https://etso.es/informes/analisis-estilometrico-amado-y-aborrecido,https://etso.es/informes/analisis-estilometrico-amado-y-aborrecido,analisis-estilometrico-amado-y-aborrecido
LEIVA_AmadisYNiquea(Transk-IMPR),Amadís y Niquea,https://etso.es/informes/analisis-estilometrico-amadis-y-niquea,https://etso.es/informes/analisis-estilometrico-amadis-y-niquea,analisis-estilometrico-amadis-y-niquea
LOPE_AmanteAgradecido,"Amante agradecido, El",https://etso.es/informes/analisis-estilometrico-el-amante-agradecido,https://etso.es/informes/analisis-estilometrico-el-amante-agradecido,analisis-estilometrico-el-amante-agradecido
ULLOA-GONZALO_AmanteMasCruel(Transk-IMPR),"Amante más cruel y la amistad ya difunta, El",https://etso.es/informes/analisis-estilometrico-el-amante-mas-cruel-y-la-amistad-ya-difunta,https://etso.es/informes/analisis-estilometrico-el-amante-mas-cruel-y-la-amistad-ya-difunta,analisis-estilometrico-el-amante-mas-cruel-y-la-amistad-ya-difunta
AGUILAR_AmantesDeCartago,"Amantes de Cartago, Los",https://etso.es/informes/analisis-estilometrico-los-amantes-de-cartago,https://etso.es/informes/analisis-estilometrico-los-amantes-de-cartago,analisis-estilometrico-los-amantes-de-cartago
MONTALBAN_AmantesDeTeruel,"Amantes de Teruel, Los",https://etso.es/informes/analisis-estilometrico-los-amantes-de-teruel,https://etso.es/informes/analisis-estilometrico-los-amantes-de-teruel,analisis-estilometrico-los-amantes-de-teruel
TIRSOdudosa_AmantesDeTeruel,"Amantes de Teruel, Los",https://etso.es/informes/analisis-estilometrico-los-amantes-de-teruel-0,https://etso.es/informes/analisis-estilometrico-los-amantes-de-teruel-0,analisis-estilometrico-los-amantes-de-teruel-0
DESCONOCIDO_AmantesDeTerual(Burlesca)(Transk-IMPR),"Amantes de Teruel, Los (Burlesca)",https://etso.es/informes/analisis-estilometrico-los-amantes-de-teruel-burlesca,https://etso.es/informes/analisis-estilometrico-los-amantes-de-teruel-burlesca,analisis-estilometrico-los-amantes-de-teruel-burlesca
ROZAS_AmantesDeVerona(Transk-IMPR),"Amantes de Verona, Los",https://etso.es/informes/analisis-estilometrico-los-amantes-de-verona,https://etso.es/informes/analisis-estilometrico-los-amantes-de-verona,analisis-estilometrico-los-amantes-de-verona
PACHECO_AmantesNoVencidos(Transk-MSS),"Amantes no vencidos, Los",https://etso.es/informes/analisis-estilometrico-los-amantes-no-vencidos,https://etso.es/informes/analisis-estilometrico-los-amantes-no-vencidos,analisis-estilometrico-los-amantes-no-vencidos
LOZANO_AmantesPortugueses(Transk-IMPR),"Amantes portugueses y querer hasta morir, Los",https://etso.es/informes/analisis-estilometrico-los-amantes-portugueses-y-querer-hasta-morir,https://etso.es/informes/analisis-estilometrico-los-amantes-portugueses-y-querer-hasta-morir,analisis-estilometrico-los-amantes-portugueses-y-querer-hasta-morir
LOPE_AmantesSinAmor,"Amantes sin amor, Los",https://etso.es/informes/analisis-estilometrico-los-amantes-sin-amor,https://etso.es/informes/analisis-estilometrico-los-amantes-sin-amor,analisis-estilometrico-los-amantes-sin-amor
ARTIEDA_Amantes,"Amantes, Los",https://etso.es/informes/analisis-estilometrico-los-amantes,https://etso.es/informes/analisis-estilometrico-los-amantes,analisis-estilometrico-los-amantes
TELLEZ-ACEVEDO_AmarAntesDeNacer(Transk-IMPR),"Amar antes de nacer, la paloma dominica Santa Columba de Reati",https://etso.es/informes/analisis-estilometrico-amar-antes-de-nacer-la-paloma-dominica-santa-columba-de-reati,https://etso.es/informes/analisis-estilometrico-amar-antes-de-nacer-la-paloma-dominica-santa-columba-de-reati,analisis-estilometrico-amar-antes-de-nacer-la-paloma-dominica-santa-columba-de-reati
LOPE_AmarComoSeHaDeAmar,Amar como se ha de amar,https://etso.es/informes/analisis-estilometrico-amar-como-se-ha-de-amar,https://etso.es/informes/analisis-estilometrico-amar-como-se-ha-de-amar,analisis-estilometrico-amar-como-se-ha-de-amar
ZAMORA_AmarEsSaberVencer(Transk-IMPR),"Amar es saber vencer, y el arte contra el poder",https://etso.es/informes/analisis-estilometrico-amar-es-saber-vencer-y-el-arte-contra-el-poder,https://etso.es/informes/analisis-estilometrico-amar-es-saber-vencer-y-el-arte-contra-el-poder,analisis-estilometrico-amar-es-saber-vencer-y-el-arte-contra-el-poder
TIRSO_AmarPorArteMayor,Amar por arte mayor,https://etso.es/informes/analisis-estilometrico-amar-por-arte-mayor,https://etso.es/informes/analisis-estilometrico-amar-por-arte-mayor,analisis-estilometrico-amar-por-arte-mayor
LOPEdudosa_AmarPorBurla,Amar por burla,https://etso.es/informes/analisis-estilometrico-amar-por-burla,https://etso.es/informes/analisis-estilometrico-amar-por-burla,analisis-estilometrico-amar-por-burla
TIRSO_AmarPorRazonDeEstado,Amar por razón de estado,https://etso.es/informes/analisis-estilometrico-amar-por-razon-de-estado,https://etso.es/informes/analisis-estilometrico-amar-por-razon-de-estado,analisis-estilometrico-amar-por-razon-de-estado
TIRSO_AmarPorSenas,Amar por señas,https://etso.es/informes/analisis-estilometrico-amar-por-senas,https://etso.es/informes/analisis-estilometrico-amar-por-senas,analisis-estilometrico-amar-por-senas
MONTERO_AmarSinFavorecer(Transk-MSS),Amar sin favorecer,https://etso.es/informes/analisis-estilometrico-amar-sin-favorecer,https://etso.es/informes/analisis-estilometrico-amar-sin-favorecer,analisis-estilometrico-amar-sin-favorecer
MARTINEZ_AmarSinVer,Amar sin ver,https://etso.es/informes/analisis-estilometrico-amar-sin-ver,https://etso.es/informes/analisis-estilometrico-amar-sin-ver,analisis-estilometrico-amar-sin-ver
SALGADO_AmarYNoAgradecer(Transk-IMPR),Amar y no agradecer,https://etso.es/informes/analisis-estilometrico-amar-y-no-agradecer,https://etso.es/informes/analisis-estilometrico-amar-y-no-agradecer,analisis-estilometrico-amar-y-no-agradecer
LOPE_AmarServirYEsperar,"Amar, servir y esperar",https://etso.es/informes/analisis-estilometrico-amar-servir-y-esperar,https://etso.es/informes/analisis-estilometrico-amar-servir-y-esperar,analisis-estilometrico-amar-servir-y-esperar
MATAMOROS_AmarilisYAdonis(Auto)(Transk-MSS),Amarilis y Adonis,https://etso.es/informes/analisis-estilometrico-amarilis-y-adonis,https://etso.es/informes/analisis-estilometrico-amarilis-y-adonis,analisis-estilometrico-amarilis-y-adonis
CASTILLO-JUAN_AmazonasDeEspana(Transk-IMPR),"Amazonas de España y prodigio de Castilla, Las",https://etso.es/informes/analisis-estilometrico-las-amazonas-de-espana-y-prodigio-de-castilla,https://etso.es/informes/analisis-estilometrico-las-amazonas-de-espana-y-prodigio-de-castilla,analisis-estilometrico-las-amazonas-de-espana-y-prodigio-de-castilla
TIRSO_AmazonasEnLasIndias,Amazonas en las Indias,https://etso.es/informes/analisis-estilometrico-amazonas-en-las-indias,https://etso.es/informes/analisis-estilometrico-amazonas-en-las-indias,analisis-estilometrico-amazonas-en-las-indias
SOLIS_Amazonas(Transk-IMPR),"Amazonas, Las",https://etso.es/informes/analisis-estilometrico-las-amazonas,https://etso.es/informes/analisis-estilometrico-las-amazonas,analisis-estilometrico-las-amazonas
