review_type,group,work_id,titulo,otrostitulos,autoria_tradicional,autoria_estilometrica,automatic_slug,generated_slug,old_slug_candidates,old_title_candidates,evidence
exact-title-duplicate,title:los-comendadores-de-cordoba; base:analisis-estilometrico-los-comendadores-de-cordoba,CUBILLO_ComendadoresDeCordoba(Transk-IMPR),"Comendadores de Córdoba, Los","Mayor venganza de honor, La",cubillo_de_aragon_alvaro,cubillo_de_aragon_alvaro[probable],analisis-estilometrico-los-comendadores-de-cordoba,analisis-estilometrico-los-comendadores-de-cordoba,"analisis-estilometrico-los-comendadores-de-cordoba-0 [Comendadores de Córdoba, Los]","Comendadores de Córdoba, Los",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:los-comendadores-de-cordoba; base:analisis-estilometrico-los-comendadores-de-cordoba,LOPE_ComendadoresDeCordoba,"Comendadores de Córdoba, Los",,vega_carpio_lope_de,vega_carpio_lope_de[segura],analisis-estilometrico-los-comendadores-de-cordoba-0,analisis-estilometrico-los-comendadores-de-cordoba-0,"analisis-estilometrico-los-comendadores-de-cordoba-0 [Comendadores de Córdoba, Los]","Comendadores de Córdoba, Los",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:el-conde-alarcos; base:analisis-estilometrico-el-conde-alarcos; old-title:el-conde-alarcos,CASTRO_CondeAlarcos,"Conde Alarcos, El",,castro_y_bellvis_guillen_de,castro_y_bellvis_guillen_de[segura],analisis-estilometrico-el-conde-alarcos,analisis-estilometrico-el-conde-alarcos,"analisis-estilometrico-el-conde-alarcos [Conde Alarcos, El]; analisis-estilometrico-el-conde-alarcos-0 [Conde Alarcos, El]","Conde Alarcos, El | Conde Alarcos, El",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:el-conde-alarcos; base:analisis-estilometrico-el-conde-alarcos; old-title:el-conde-alarcos,MIRA_CondeAlarcos,"Conde Alarcos, El",,mira_de_amescua_antonio,mira_de_amescua_antonio[segura],analisis-estilometrico-el-conde-alarcos-0,analisis-estilometrico-el-conde-alarcos-0,"analisis-estilometrico-el-conde-alarcos [Conde Alarcos, El]; analisis-estilometrico-el-conde-alarcos-0 [Conde Alarcos, El]","Conde Alarcos, El | Conde Alarcos, El",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-conversion-de-la-magdalena; base:analisis-estilometrico-la-conversion-de-la-magdalena; old-title:la-conversion-de-la-magdalena,DESCONOCIDO_ConversionDeLaMagdalena(Auto)(Transk-MSS),"Conversión de la Magdalena, La",,desconocido,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-la-conversion-de-la-magdalena,analisis-estilometrico-la-conversion-de-la-magdalena-0,"analisis-estilometrico-la-conversion-de-la-magdalena-0 [Conversión de la Magdalena, La]; analisis-estilometrico-la-conversion-de-la-magdalena [Conversión de la Magdalena, La]","Conversión de la Magdalena, La | Conversión de la Magdalena, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-conversion-de-la-magdalena; base:analisis-estilometrico-la-conversion-de-la-magdalena; old-title:la-conversion-de-la-magdalena,ENRIQUEZ_ConversionDeLaMagdalena(Transk-MSS),"Conversión de la Magdalena, La",,enriquez_gomez_antonio,enriquez_gomez_antonio[segura],analisis-estilometrico-la-conversion-de-la-magdalena-0,analisis-estilometrico-la-conversion-de-la-magdalena,"analisis-estilometrico-la-conversion-de-la-magdalena-0 [Conversión de la Magdalena, La]; analisis-estilometrico-la-conversion-de-la-magdalena [Conversión de la Magdalena, La]","Conversión de la Magdalena, La | Conversión de la Magdalena, La",duplicate_title_count=2; duplicate_base_count=2
descriptor-match,base:analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de,ARMESTO_CoronistaMasGrande(PrimeraParte)(Transk-IMPR),"Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Primera parte)",,armesto_manuel_francisco_de,armesto_manuel_francisco_de[segura],analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de,analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de,"analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de [Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Primera parte)]; analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de-0 [Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Segunda parte)]","Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Primera parte) | Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Segunda parte)",duplicate_title_count=1; duplicate_base_count=2; descriptor_candidates=yes
descriptor-match,base:analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de,ARMESTO_CoronistaMasGrande(SegundaParte)(Transk-IMPR),"Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Segunda parte)",,armesto_manuel_francisco_de,armesto_manuel_francisco_de[segura],analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de-0,analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de-0,"analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de-0 [Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Segunda parte)]; analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de [Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Primera parte)]","Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Segunda parte) | Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Primera parte)",duplicate_title_count=1; duplicate_base_count=2; descriptor_candidates=yes
exact-title-duplicate,title:las-cuentas-del-gran-capitan; base:analisis-estilometrico-las-cuentas-del-gran-capitan; old-title:las-cuentas-del-gran-capitan,CANIZARES_CuentasDelGranCapitan(Transk-IMPR),"Cuentas del Gran Capitán, Las",,canizares_jose_de,canizares_jose_de[segura],analisis-estilometrico-las-cuentas-del-gran-capitan,analisis-estilometrico-las-cuentas-del-gran-capitan-0,"analisis-estilometrico-las-cuentas-del-gran-capitan-0 [Cuentas del Gran Capitán, Las]; analisis-estilometrico-las-cuentas-del-gran-capitan [Cuentas del Gran Capitán, Las]","Cuentas del Gran Capitán, Las | Cuentas del Gran Capitán, Las",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:las-cuentas-del-gran-capitan; base:analisis-estilometrico-las-cuentas-del-gran-capitan; old-title:las-cuentas-del-gran-capitan,LOPE_CuentasDelGranCapitan,"Cuentas del Gran Capitán, Las",,vega_carpio_lope_de,vega_carpio_lope_de[segura],analisis-estilometrico-las-cuentas-del-gran-capitan-0,analisis-estilometrico-las-cuentas-del-gran-capitan,"analisis-estilometrico-las-cuentas-del-gran-capitan-0 [Cuentas del Gran Capitán, Las]; analisis-estilometrico-las-cuentas-del-gran-capitan [Cuentas del Gran Capitán, Las]","Cuentas del Gran Capitán, Las | Cuentas del Gran Capitán, Las",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-cueva-de-salamanca; base:analisis-estilometrico-la-cueva-de-salamanca; old-title:la-cueva-de-salamanca,ALARCON_CuevaDeSalamanca,"Cueva de Salamanca, La",,ruiz_de_alarcon_juan,ruiz_de_alarcon_juan[probable],analisis-estilometrico-la-cueva-de-salamanca,analisis-estilometrico-la-cueva-de-salamanca,"analisis-estilometrico-la-cueva-de-salamanca-0 [Cueva de Salamanca, La]; analisis-estilometrico-la-cueva-de-salamanca [Cueva de Salamanca, La]","Cueva de Salamanca, La | Cueva de Salamanca, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-cueva-de-salamanca; base:analisis-estilometrico-la-cueva-de-salamanca; old-title:la-cueva-de-salamanca,CERVANTES_CuevaDeSalamanca(Entremes),"Cueva de Salamanca, La",,cervantes_saavedra_miguel_de,no_analizada[sin_confianza],analisis-estilometrico-la-cueva-de-salamanca-0,analisis-estilometrico-la-cueva-de-salamanca-0,"analisis-estilometrico-la-cueva-de-salamanca-0 [Cueva de Salamanca, La]; analisis-estilometrico-la-cueva-de-salamanca [Cueva de Salamanca, La]","Cueva de Salamanca, La | Cueva de Salamanca, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:del-mal-lo-menos; base:analisis-estilometrico-del-mal-lo-menos; old-title:del-mal-lo-menos,DESCONOCIDO_DelMalLoMenos(Transk-IMPR),Del mal lo menos,,desconocido,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-del-mal-lo-menos,analisis-estilometrico-del-mal-lo-menos-0,analisis-estilometrico-del-mal-lo-menos [Del mal lo menos]; analisis-estilometrico-del-mal-lo-menos-0 [Del mal lo menos],Del mal lo menos | Del mal lo menos,duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:del-mal-lo-menos; base:analisis-estilometrico-del-mal-lo-menos; old-title:del-mal-lo-menos,LOPE_DelMalLoMenos,Del mal lo menos,,vega_carpio_lope_de,vega_carpio_lope_de[segura],analisis-estilometrico-del-mal-lo-menos-0,analisis-estilometrico-del-mal-lo-menos,analisis-estilometrico-del-mal-lo-menos [Del mal lo menos]; analisis-estilometrico-del-mal-lo-menos-0 [Del mal lo menos],Del mal lo menos | Del mal lo menos,duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-desdicha-venturosa; base:analisis-estilometrico-la-desdicha-venturosa; old-title:la-desdicha-venturosa,MONTALBAN_DesdichaVenturosa(Transk-IMPR),"Desdicha venturosa, La",,perez_de_montalban_juan,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-la-desdicha-venturosa,analisis-estilometrico-la-desdicha-venturosa-0,"analisis-estilometrico-la-desdicha-venturosa-0 [Desdicha venturosa, La]; analisis-estilometrico-la-desdicha-venturosa [Desdicha venturosa, La]","Desdicha venturosa, La | Desdicha venturosa, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-desdicha-venturosa; base:analisis-estilometrico-la-desdicha-venturosa; old-title:la-desdicha-venturosa,VAEZ-ARTUS_DesdichaVenturosa(Transk-IMPR),"Desdicha venturosa, La",,vaez_artus_diego,no_es_posible[sin_confianza],analisis-estilometrico-la-desdicha-venturosa-0,analisis-estilometrico-la-desdicha-venturosa,"analisis-estilometrico-la-desdicha-venturosa-0 [Desdicha venturosa, La]; analisis-estilometrico-la-desdicha-venturosa [Desdicha venturosa, La]","Desdicha venturosa, La | Desdicha venturosa, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:los-desposorios-de-la-virgen; base:analisis-estilometrico-los-desposorios-de-la-virgen; old-title:los-desposorios-de-la-virgen,CAXES_DesposoriosDeLaVirgen(Auto)(Transk-MSS),"Desposorios de la Virgen, Los",,caxes_juan,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-los-desposorios-de-la-virgen,analisis-estilometrico-los-desposorios-de-la-virgen,"analisis-estilometrico-los-desposorios-de-la-virgen-0 [Desposorios de la Virgen, Los]; analisis-estilometrico-los-desposorios-de-la-virgen [Desposorios de la Virgen, Los]","Desposorios de la Virgen, Los | Desposorios de la Virgen, Los",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:los-desposorios-de-la-virgen; base:analisis-estilometrico-los-desposorios-de-la-virgen; old-title:los-desposorios-de-la-virgen,DESCONOCIDO_DesposoriosDeLaVirgen(Auto)(Transk-MSS),"Desposorios de la Virgen, Los",,desconocido,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-los-desposorios-de-la-virgen-0,analisis-estilometrico-los-desposorios-de-la-virgen-0,"analisis-estilometrico-los-desposorios-de-la-virgen-0 [Desposorios de la Virgen, Los]; analisis-estilometrico-los-desposorios-de-la-virgen [Desposorios de la Virgen, Los]","Desposorios de la Virgen, Los | Desposorios de la Virgen, Los",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-devocion-de-la-misa; base:analisis-estilometrico-la-devocion-de-la-misa; old-title:la-devocion-de-la-misa,CALDERON_DevocionDeLaMisa(Auto),"Devoción de la misa, La",,calderon_de_la_barca_pedro,calderon_de_la_barca_pedro[segura],analisis-estilometrico-la-devocion-de-la-misa,analisis-estilometrico-la-devocion-de-la-misa-0,"analisis-estilometrico-la-devocion-de-la-misa [Devoción de la misa, La]; analisis-estilometrico-la-devocion-de-la-misa-0 [Devoción de la misa, La]","Devoción de la misa, La | Devoción de la misa, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-devocion-de-la-misa; base:analisis-estilometrico-la-devocion-de-la-misa; old-title:la-devocion-de-la-misa,VELEZ_DevocionDeLaMisa,"Devoción de la misa, La",,velez_de_guevara_luis,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-la-devocion-de-la-misa-0,analisis-estilometrico-la-devocion-de-la-misa,"analisis-estilometrico-la-devocion-de-la-misa [Devoción de la misa, La]; analisis-estilometrico-la-devocion-de-la-misa-0 [Devoción de la misa, La]","Devoción de la misa, La | Devoción de la misa, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-devocion-del-rosario; base:analisis-estilometrico-la-devocion-del-rosario; old-title:la-devocion-del-rosario,LOPE_DevocionDelRosario,"Devoción del rosario, La",,vega_carpio_lope_de,vega_carpio_lope_de[segura],analisis-estilometrico-la-devocion-del-rosario-0,analisis-estilometrico-la-devocion-del-rosario,"analisis-estilometrico-la-devocion-del-rosario [Devoción del rosario, La]; analisis-estilometrico-la-devocion-del-rosario-0 [Devoción del Rosario, La]","Devoción del rosario, La | Devoción del Rosario, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-devocion-del-rosario; base:analisis-estilometrico-la-devocion-del-rosario; old-title:la-devocion-del-rosario,DIAMANTE_DevocionDelRosario(Transk-IMPR),"Devoción del Rosario, La",,diamante_juan_bautista,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-la-devocion-del-rosario,analisis-estilometrico-la-devocion-del-rosario-0,"analisis-estilometrico-la-devocion-del-rosario [Devoción del rosario, La]; analisis-estilometrico-la-devocion-del-rosario-0 [Devoción del Rosario, La]","Devoción del rosario, La | Devoción del Rosario, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:dido-y-eneas; base:analisis-estilometrico-dido-y-eneas; old-title:dido-y-eneas,CASTRO_DidoYEneas(Modern-Aut),Dido y Eneas,,castro_y_bellvis_guillen_de,castro_y_bellvis_guillen_de[segura],analisis-estilometrico-dido-y-eneas,analisis-estilometrico-dido-y-eneas,analisis-estilometrico-dido-y-eneas-0 [Dido y Eneas]; analisis-estilometrico-dido-y-eneas [Dido y Eneas]; analisis-estilometrico-dido-y-eneas-1 [Dido y Eneas],Dido y Eneas | Dido y Eneas | Dido y Eneas,duplicate_title_count=3; duplicate_base_count=3
exact-title-duplicate,title:dido-y-eneas; base:analisis-estilometrico-dido-y-eneas; old-title:dido-y-eneas,DESCONOCIDO_DidoYEneas,Dido y Eneas,,desconocido,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-dido-y-eneas-0,analisis-estilometrico-dido-y-eneas-1,analisis-estilometrico-dido-y-eneas-0 [Dido y Eneas]; analisis-estilometrico-dido-y-eneas [Dido y Eneas]; analisis-estilometrico-dido-y-eneas-1 [Dido y Eneas],Dido y Eneas | Dido y Eneas | Dido y Eneas,duplicate_title_count=3; duplicate_base_count=3
exact-title-duplicate,title:dido-y-eneas; base:analisis-estilometrico-dido-y-eneas; old-title:dido-y-eneas,MORALES_DidoYEneas,Dido y Eneas,,morales_y_guerrero_cristobal_de,morales_y_guerrero_cristobal_de[segura],analisis-estilometrico-dido-y-eneas-1,analisis-estilometrico-dido-y-eneas-0,analisis-estilometrico-dido-y-eneas-0 [Dido y Eneas]; analisis-estilometrico-dido-y-eneas [Dido y Eneas]; analisis-estilometrico-dido-y-eneas-1 [Dido y Eneas],Dido y Eneas | Dido y Eneas | Dido y Eneas,duplicate_title_count=3; duplicate_base_count=3
exact-title-duplicate,title:el-doctor-carlino; base:analisis-estilometrico-el-doctor-carlino; old-title:el-doctor-carlino,GONGORA_DoctorCarlino,"Doctor Carlino, El",,gongora_y_argote_luis_de,gongora_y_argote_luis_de[segura],analisis-estilometrico-el-doctor-carlino,analisis-estilometrico-el-doctor-carlino,"analisis-estilometrico-el-doctor-carlino [Doctor Carlino, El]; analisis-estilometrico-el-doctor-carlino-0 [Doctor Carlino, El]","Doctor Carlino, El | Doctor Carlino, El",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:el-doctor-carlino; base:analisis-estilometrico-el-doctor-carlino; old-title:el-doctor-carlino,SOLIS_DoctorCarlino,"Doctor Carlino, El",,solis_y_rivadeneyra_antonio_de,solis_y_rivadeneyra_antonio_de[segura],analisis-estilometrico-el-doctor-carlino-0,analisis-estilometrico-el-doctor-carlino-0,"analisis-estilometrico-el-doctor-carlino [Doctor Carlino, El]; analisis-estilometrico-el-doctor-carlino-0 [Doctor Carlino, El]","Doctor Carlino, El | Doctor Carlino, El",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:escarraman; base:analisis-estilometrico-escarraman; old-title:escarraman,DESCONOCIDO_Escarraman(Auto)(Transk-MSS),Escarramán,,desconocido,claramonte_y_corroy_andres_de[probable],analisis-estilometrico-escarraman,analisis-estilometrico-escarraman-0,analisis-estilometrico-escarraman-0 [Escarramán]; analisis-estilometrico-escarraman [Escarramán],Escarramán | Escarramán,duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:escarraman; base:analisis-estilometrico-escarraman; old-title:escarraman,MATOS_Escarraman,Escarramán,,matos_fragoso_juan_de,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-escarraman-0,analisis-estilometrico-escarraman,analisis-estilometrico-escarraman-0 [Escarramán]; analisis-estilometrico-escarraman [Escarramán],Escarramán | Escarramán,duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-fingida-arcadia; base:analisis-estilometrico-la-fingida-arcadia,MORETO&CALDERON_FingidaArcadia,"Fingida Arcadia, La","Arcadia fingida, La",moreto_y_cavana_agustin AND calderon_de_la_barca_pedro AND coello_y_ochoa_antonio,rojas_zorrilla_francisco_de[probable] AND calderon_de_la_barca_pedro[probable],analisis-estilometrico-la-fingida-arcadia,analisis-estilometrico-la-fingida-arcadia-la-arcadia-fingida,"analisis-estilometrico-la-fingida-arcadia [Fingida Arcadia, La]","Fingida Arcadia, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:la-fingida-arcadia; base:analisis-estilometrico-la-fingida-arcadia,TIRSO_FingidaArcadia,"Fingida Arcadia, La",,tirso_de_molina,tirso_de_molina[segura],analisis-estilometrico-la-fingida-arcadia-0,analisis-estilometrico-la-fingida-arcadia,"analisis-estilometrico-la-fingida-arcadia [Fingida Arcadia, La]","Fingida Arcadia, La",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:galan-valiente-y-discreto; base:analisis-estilometrico-galan-valiente-y-discreto; old-title:galan-valiente-y-discreto,MIRA_GalanValiente,"Galán, valiente y discreto",,mira_de_amescua_antonio,mira_de_amescua_antonio[segura],analisis-estilometrico-galan-valiente-y-discreto,analisis-estilometrico-galan-valiente-y-discreto,"analisis-estilometrico-galan-valiente-y-discreto [Galán, valiente y discreto]; analisis-estilometrico-galan-valiente-y-discreto-0 [Galán, valiente y discreto]","Galán, valiente y discreto | Galán, valiente y discreto",duplicate_title_count=2; duplicate_base_count=2
exact-title-duplicate,title:galan-valiente-y-discreto; base:analisis-estilometrico-galan-valiente-y-discreto; old-title:galan-valiente-y-discreto,ROJAS_GalanValienteYDiscreto(Auto),"Galán, valiente y discreto",,rojas_zorrilla_francisco_de,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-galan-valiente-y-discreto-0,analisis-estilometrico-galan-valiente-y-discreto-0,"analisis-estilometrico-galan-valiente-y-discreto [Galán, valiente y discreto]; analisis-estilometrico-galan-valiente-y-discreto-0 [Galán, valiente y discreto]","Galán, valiente y discreto | Galán, valiente y discreto",duplicate_title_count=2; duplicate_base_count=2
descriptor-match,base:analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros,DIAMANTE&LANINI_GranCardenalDeEspanaCisneros(PrimeraParte)(Transk-MSS),"Gran cardenal de España fray Francisco Jiménez de Cisneros, El (primera parte)",,diamante_juan_bautista AND lanini_y_sagredo_pedro,diamante_juan_bautista[probable] AND lanini_y_sagredo_pedro[probable],analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros,analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros-0,"analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros-0 [Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Primera parte)]; analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros [Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Segunda parte)]","Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Primera parte) | Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Segunda parte)",duplicate_title_count=1; duplicate_base_count=2; descriptor_candidates=yes
descriptor-match,base:analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros,DIAMANTE&LANINI_FrayFranciscoJimenezDeCisneros(SegundaParte)(Transk-MSS),"Gran cardenal de España fray Francisco Jiménez de Cisneros, El (segunda parte)",,diamante_juan_bautista AND lanini_y_sagredo_pedro,diamante_juan_bautista[probable] AND lanini_y_sagredo_pedro[probable],analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros-0,analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros,"analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros [Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Segunda parte)]; analisis-estilometrico-el-gran-cardenal-de-espana-fray-francisco-jimenez-de-cisneros-0 [Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Primera parte)]","Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Segunda parte) | Gran cardenal de España fray Francisco Jiménez de Cisneros, El (Primera parte)",duplicate_title_count=1; duplicate_base_count=2; descriptor_candidates=yes
exact-title-duplicate,title:la-guarda-cuidadosa; base:analisis-estilometrico-la-guarda-cuidadosa; old-title:la-guarda-cuidadosa,CERVANTES_GuardaCuidadosa(Entremes),"Guarda cuidadosa, La",,cervantes_saavedra_miguel_de,no_analizada[sin_confianza],analisis-estilometrico-la-guarda-cuidadosa,analisis-estilometrico-la-guarda-cuidadosa,"analisis-estilometrico-la-guarda-cuidadosa [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-0 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-1 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-2 [Guarda cuidadosa, La]","Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La",duplicate_title_count=4; duplicate_base_count=4
exact-title-duplicate,title:la-guarda-cuidadosa; base:analisis-estilometrico-la-guarda-cuidadosa; old-title:la-guarda-cuidadosa,DESCONOCIDO_GuardaCuidadosa(Auto)(Transk-MSS),"Guarda cuidadosa, La",,desconocido,no_apunta_a_ningun_autor[sin_confianza],analisis-estilometrico-la-guarda-cuidadosa-0,analisis-estilometrico-la-guarda-cuidadosa-0,"analisis-estilometrico-la-guarda-cuidadosa [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-0 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-1 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-2 [Guarda cuidadosa, La]","Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La",duplicate_title_count=4; duplicate_base_count=4
exact-title-duplicate,title:la-guarda-cuidadosa; base:analisis-estilometrico-la-guarda-cuidadosa; old-title:la-guarda-cuidadosa,MIRA_GuardaCuidadosa(Auto),"Guarda cuidadosa, La",,mira_de_amescua_antonio,mira_de_amescua_antonio[segura],analisis-estilometrico-la-guarda-cuidadosa-1,analisis-estilometrico-la-guarda-cuidadosa-1,"analisis-estilometrico-la-guarda-cuidadosa [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-0 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-1 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-2 [Guarda cuidadosa, La]","Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La",duplicate_title_count=4; duplicate_base_count=4
exact-title-duplicate,title:la-guarda-cuidadosa; base:analisis-estilometrico-la-guarda-cuidadosa; old-title:la-guarda-cuidadosa,SANCHEZ_GuardaCuidadosa,"Guarda cuidadosa, La",,sanchez_miguel,sanchez_miguel[probable],analisis-estilometrico-la-guarda-cuidadosa-2,analisis-estilometrico-la-guarda-cuidadosa-2,"analisis-estilometrico-la-guarda-cuidadosa [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-0 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-1 [Guarda cuidadosa, La]; analisis-estilometrico-la-guarda-cuidadosa-2 [Guarda cuidadosa, La]","Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La | Guarda cuidadosa, La",duplicate_title_count=4; duplicate_base_count=4
exact-title-duplicate,title:el-hamete-de-toledo; base:analisis-estilometrico-el-hamete-de-toledo; old-title:el-hamete-de-toledo,BELMONTE&MARTINEZ_HameteDeToledo(Transk-IMPR),"Hamete de Toledo, El",,belmonte_bermudez_luis_de AND martinez_de_meneses_antonio,belmonte_bermudez_luis_de[probable] AND martinez_de_meneses_antonio[probable],analisis-estilometrico-el-hamete-de-toledo,analisis-estilometrico-el-hamete-de-toledo-0,"analisis-estilometrico-el-hamete-de-toledo-0 [Hamete de Toledo, El]; analisis-estilometrico-el-hamete-de-toledo [Hamete de Toledo, El]; analisis-estilometrico-hamete-de-toledo-el-burlesca [Hamete de Toledo, El (Burlesca)]","Hamete de Toledo, El | Hamete de Toledo, El | Hamete de Toledo, El (Burlesca)",duplicate_title_count=2; duplicate_base_count=2; descriptor_candidates=yes
exact-title-duplicate,title:el-hamete-de-toledo; base:analisis-estilometrico-el-hamete-de-toledo; old-title:el-hamete-de-toledo,LOPE_HameteDeToledo,"Hamete de Toledo, El",,vega_carpio_lope_de,vega_carpio_lope_de[segura],analisis-estilometrico-el-hamete-de-toledo-0,analisis-estilometrico-el-hamete-de-toledo,"analisis-estilometrico-el-hamete-de-toledo-0 [Hamete de Toledo, El]; analisis-estilometrico-el-hamete-de-toledo [Hamete de Toledo, El]; analisis-estilometrico-hamete-de-toledo-el-burlesca [Hamete de Toledo, El (Burlesca)]","Hamete de Toledo, El | Hamete de Toledo, El | Hamete de Toledo, El (Burlesca)",duplicate_title_count=2; duplicate_base_count=2; descriptor_candidates=yes
